bangla_speech,combined,ipa_output
এমন কি আমার বাবা মা সামনে আসলে সালাম পর্যন্ত দেয়না,Barishal  এমন কি মোর বাপ মায় সামনে আইলে সালামডা পর্যন্ত দেয়না,bɐɾɔhɐl  ɛmon kɪ moɾ bɐp mɐe̯ ʃɐmne ɐ͡ɪ̯le sɐlɐmdɐ poɾɟont̪o d̪eʲonɐ
সে তাদের সাথে সম্পর্ক রাখবো না,Barishal  হ্যায় হ্যাগো লগে সম্পর্ক রাখবে না,bɐɾɔhɐl  hɛe̯ hɛgo lɔge ʃɔmpoɾko ɾɐkʰbe nɐ
আমি তখন বলি কেন কি হইছে ?,Barishal  মুই তহন জিগাই কিরলইজ্ঞা কি হইছে?,bɐɾɔʃɐl  mu͡ɪ̯ t̪ɔhon ɟɪgɐ͡ɪ̯ kɪɾolɪggɐ kɪ ho͡ɪ̯cʰe?
তারা আমাকে অনেক অপমান করছে,Barishal  হ্যারা মোরে বেমালা অফোমান করছে,bɐɾɪʃɐl  hɛɾɐ moɾe bemɐlɐ ɔpʰomɐn koɾcʰe
আপনারা বলেন সে পরকিয়া করবে বউ কে মারবে আর বাবা মা চুপ থাকবে?,Barishal  আমনেরা কন হ্যায় পরকিয়া করবে বউ রে মারবে আর বাপ মায় চুপ থাকপে?,bɐɾɔhɐl  ɐmoneɾɐ kon hɛe̯ pɔɾkɪʲɐ koɾbe bɔ͡u̯ ɾe mɐɾbe ɐɾ bɐp mɐe̯ cup t̪ʰɐkpe?
আমার কোন ভাই নেই আমি বড় মেয়ে,Barishal  মোর কোন ভাই নাই মুই বড় মাইয়া,bɐɪʃɐl  moɾ kon bʱɐ͡ɪ̯ nɐ͡ɪ̯ mu͡ɪ̯ bɔɽo mɐ͡ɪ̯ʲɐ
আমাদের মধ্যেবিও পরিবার,Barishal  মোগো মইধ্যাবিত্ত পরিবার,bɐɾɔhɐl  mogo mo͡ɪ̯d̪d̪ʱɐbɪt̪t̪o poɾɪbɐɾ
এসব কিছু কাউকে বলে কোন সমাধান নাই,Barishal  এইহগল কিছু কেউরে কইয়া কোন সমাধান নাই,bɐɾɔhɐl  e͡ɪ̯hɔgɔl kɪcʰu ke͡u̯ɾe ko͡ɪ̯ʲɐ kon ʃɔmɐd̪ʱɐn nɐ͡ɪ̯
তারা বলে আমরা আমাদের বউ কে কত মারি কোন দিন মুখ দিয়ে কথা বের করে না,Barishal  হ্যারা কয় মোরা মোগো বউ রে কত মারি কোন কালে মুখ দিয়া কথা বাইর করে না,bɐɾɔhɐl  hɛɾɐ kɔe̯ moɾɐ mogo bɔ͡u̯ ɾe kɔt̪o mɐɾɪ kon kɐle mukʰ d̪ɪʲɐ kɔt̪ʰɐ bɐ͡ɪ̯ɾ koɾe nɐ
আমার শাশুড়িও নেই মারা গেছে অনেক আগে,Barishal  মোর হাউরি নাই মইররা গ্যাছে ম্যালা আগে,bɐɾɔhɐl  moɾ hɐ͡u̯ɾɪ nɐ͡ɪ̯ mo͡ɪ̯ɾɾɐ gɛcʰe mɛlɐ ɐge
আমরা বিয়ের পর থেকেই আলাদা থাকি,Barishal  মোরা বিয়ার পরে গোনে ভিন্ন থাহি,bɐɾɔhɐl  moɾɐ bɪʲɐɾ pɔɾe gone bʱɪnno t̪ʰɐhɪ
শশুরবাড়ি আমার স্বামীর কিছু নেই কারণ তার মা নাই,Barishal  হউরবাড়ি মোর জামাইর কিছু নাই কারণ হ্যার মায় নাই,bɐɽɪ moɾ ɟɐmɐ͡ɪ̯ɾ kɪcʰu nɐ͡ɪ̯ kɐɾon hɛɾ mɐe̯ nɐ͡ɪ̯
তার বাবা বিয়ে করেছে সেখানে বছরে একবার যাওয়া হয়,Barishal  হ্যার বাফে বিয়া করছে হেইহানে বছরে একবার যাওন হয়,bɐɾɔʃɐl  hɛɾ bɐpʰe bɪʲɐ koɾcʰe he͡ɪ̯hɐne bɔcʰoɾe ɛkbɐɾ ɟɐ͡o̯n hɔe̯
আমি তোমাকে খাবার দেই,Barishal  মুই তোমারে খাওন দেতেয়াছি,bɐɾɔhɐl  mu͡ɪ̯ t̪omɐɾe kʰɐ͡o̯n d̪et̪eʲɐcʰɪ
আপনারা বলেন যে স্বামী ভালোবেসে কথা বলেনা,Barishal  আমনেরা কন যে জামাই ভালবাইসসা কথা কয়না,bɐɾɔhɐl  ɐmoneɾɐ kon ɟe ɟɐmɐ͡ɪ̯ bʱɐlbɐ͡ɪ̯sʃɐ kɔt̪ʰɐ kɔʲnɐ
এসব সমস্যার সমাধান কোথায় পাবো,Barishal  এইহগল সমেস্যার সমাধান কোম্মে পামু,bɐɪʃɐl  e͡ɪ̯hɔgɔl ʃɔmesʃɐɾ ʃɔmɐd̪ʱɐn komme pɐmu
আমি অনেক চেষ্টা করেছি যে আমার কোন ভুল আছে কিনা,Barishal  মুই ম্যালা চেষ্টা করছি যে মোর কোন ভুল আছে কিনা,bɐɾɔhɐl  mu͡ɪ̯ mɛlɐ ceʃtɐ koɾcʰɪ ɟe moɾ kon bʱul ɐcʰe kɪnɐ
সে সবাই কে বলে আমি তো ওর সাথেই সংসার করি,Barishal  হ্যায় হগলডি রে কয় মুই তো অর লগেই সংসার করি,bɐɾɔhɐl  hɛe̯ hɔgldɪ ɾe kɔe̯ mu͡ɪ̯ t̪o ɔɾ lɔge͡ɪ̯ ʃɔŋʃɐɾ koɾɪ
এমন না যে আমি দেখতে অসুন্দর,Barishal  এইয়া না যে মুই দ্যাখতে অসুন্দর,bɐɾɔhɐl  e͡ɪ̯ʲɐ nɐ ɟe mu͡ɪ̯ d̪ɛkʰt̪e ɔʃund̪ɔɾ
যে কেউ আমাকে এক দেখা তে পছন্দ করবে,Barishal  যে কেউ মোরে এক দেহা তে পছন্দ করবে,bɐɾɔʃɐl  ɟe ke͡u̯ moɾe ɛk d̪ehɐ t̪e pɔcʰond̪o koɾbe
কোন উপায় পাইনা কি করব,Barishal  কোন উপায় পাইনা কি করমু,bɐɾɔhɐl  kon upɐe̯ pɐ͡ɪ̯nɐ kɪ koɾmu
শুধু ছেলের মুখের দিকে তাকিয়ে চুপ করে আছি,Barishal  খালি পোলার মুহের দিক চাইয়া চুপ কইররা আছি, bɐɽɪ  kʰɐlɪ polɐɾ muheɾ d̪ɪk cɐ͡ɪ̯ʲɐ cup ko͡ɪ̯ɾɾɐ ɐcʰɪ
কিন্তু আমি বেঁচে থেকে মরে আছি,Barishal  তয় মুই বাইচচা থাইক্কাও মইররা আছি,bɐɾɔhɐl  t̪ɔe̯ mu͡ɪ̯ bɐ͡ɪ̯ccɐ t̪ʰɐ͡ɪ̯kkɐ͡o̯ mo͡ɪ̯ɾɾɐ ɐcʰɪ
আমি আমার স্বামীর ভালবাসা চাই,Barishal  মুই মোর জামাইর ভালোবাসা চাই,bɐɾɔhɐl  mu͡ɪ̯ moɾ ɟɐmɐ͡ɪ̯ɾ bʱɐlobɐʃɐ cɐ͡ɪ̯
আমার পরিবারের সবার সাথে ও কথা বলুক এটা চাই,Barishal  মোর পরিবারের হগলডির লগে অয় কথা কউক হেইডা চাই,bɐɾɔhɐl  moɾ poɾɪbɐɾeɾ hɔgoldɪɾ lɔge ɔe̯ kɔt̪ʰɐ kɔ͡u̯k he͡ɪ̯dɐ cɐ͡ɪ̯
আমার বাবা মা অনেক বার মাফ চাইছে,Barishal  মোর বাপ মায় বেমালা বার মাফ চাইছে,bɐɾɔhɐl  moɾ bɐp mɐe̯ bemɐlɐ bɐɾ mɐpʰ cɐ͡ɪ̯cʰe
যা হইছে হয়ে গেছে তোমার কথাই মানলাম আমাদের দোষ ,Barishal  যেইয়া হইছে হইয়া গ্যাছে তোমার কথাই মানছি মোগো দোষ,bɐɪʃɐl  ɟe͡ɪ̯ʲɐ ho͡ɪ̯cʰe ho͡ɪ̯ʲɐ gɛcʰe t̪omɐɾ kɔt̪ʰɐ͡ɪ̯ mɐncʰɪ mogo d̪oʃ
আমি চাইলেই আমার বাবার বাসায় চলে যেতে পারি,Barishal  মুই চাইলেই মোর বাফের বাড়ি চইললা যাইতে পারি,bɐɾɪhɐl  mu͡ɪ̯ cɐ͡ɪ̯le͡ɪ̯ moɾ bɐpʰeɾ bɐɽɪ co͡ɪ̯llɐ ɟɐ͡ɪ̯t̪e pɐɾɪ
সমাজের মানুষ নানান কথা বলবে,Barishal  সমাজের মানু বিভিন্ন কথা কইবে,bɐɾɔhɐl  ʃɔmɐɟeɾ mɐnu bɪbʱɪnno kɔt̪ʰɐ ko͡ɪ̯be
আমার বাবা অসুস্থ হয়ে যাবে,Barishal  মোর বাফে অসুস্থ্য হইয়া যাইবে,bɐɾɔhɐl  moɾ bɐpʰe ɔʃust̪ʰo ho͡ɪ̯ʲɐ ɟɐ͡ɪ̯be
সে এখন নিজে মুখেই বলে তোমার সাথে আবার ও সব ঠিক করছি,Barishal  হ্যায় এহন নিজের মোহে কয় তোমার লগে ফিররা সব ঠিক করতেয়াছি,bɐɾɔhɐl  hɛe̯ ehon nɪɟeɾ mohe kɔe̯ t̪omɐɾ lɔge pʰɪɾɾɐ ʃɔb tʰɪk koɾt̪eʲɐcʰɪ
অন্য কোথাও বিয়ে করে ভালো থাকবা তা কীভাবে হয়,Barishal  অন্য কোনহানে বিয়া কইররা ভালো থাকবা হেইয়া ক্যামনে হয়,bɐɾɔhɐl  ɔnno konhɐne bɪʲɐ ko͡ɪ̯ɾɾɐ bʱɐlo t̪ʰɐkbɐ he͡ɪ̯ʲɐ kɛmone hɔe̯
সে বাহিরে যা ইচ্ছা করবে বউ হিসাবে আমাকে রাখবে,Barishal  হ্যায় বায়রায় যা ইচ্ছা করবে বউ হিসাবে মোরে রাখবে,bɐɾɔhɐl  hɛe̯ bɐʲɾɐe̯ ɟɐ ɪccʰɐ koɾbe bɔ͡u̯ hɪʃɐbe moɾe ɾɐkʰbe
এদিকে আমার পরিবারের সাথে সম্পর্ক রাখবে না ,Barishal  এইহানে মোর পরিবারের লগে সম্পর্ক রাখবে না,bɐɾɔhɐl  e͡ɪ̯hɐne moɾ poɾɪbɐɾeɾ lɔge ʃɔmpoɾko ɾɐkʰbe nɐ
আমাকে অনেক মারত,Barishal  মোরে ম্যালা মারতে,bɐɾɔhɐl  moɾe mɛlɐ mɐɾt̪e
ছেলেটার ভবিষ্যতের কথা ভেবে চুপ করে আছি,Barishal  পোলাডার ভবিষ্যতের কথা ভাইব্বা চুপ কইররা রইছি,bɐɾɔbɐ  polɐdɐɾ bʱobɪʃʃot̪eɾ kɔt̪ʰɐ bʱɐ͡ɪ̯bbɐ cup ko͡ɪ̯ɾɾɐ ɾo͡ɪ̯cʰɪ
আমার বাবা মাও এটা নিয়ে অনেক কষ্ট পাচ্ছে,Barishal  মোর বাপ মায়ও এইডা ল্পইয়া ম্যালা কষ্ট পাইতেয়াছে,bɐɾɔʃɐl  moɾ bɐp mɐʲo e͡ɪ̯dɐ lpo͡ɪ̯ʲɐ mɛlɐ koʃto pɐ͡ɪ̯t̪eʲɐcʰe
আমি বড় মেয়ে আমার ছোট বোন আছে শুধু,Barishal  মুই বড় মাইয়া মোর ছোডো বুইন আছে খালি,bɐɾɔhɐl  mu͡ɪ̯ bɔɽo mɐ͡ɪ̯ʲɐ moɾ cʰodo bu͡ɪ̯n ɐcʰe kʰɐlɪ
আপনার পরামর্শ দেন আমি কি করব,Barishal  আমনেরা পরামর্শ দ্যান মুই কি করমু,bɐɾɔhɐl  ɐmoneɾɐ pɔɾɐmɔɾʃo d̪ɛn mu͡ɪ̯ kɪ koɾmu
দিন দিন মানসিক ভাবে অসুস্থ হয়ে যাচ্ছি,Barishal  দিন দিন মানসিক ভাবে অসুস্থ্য হইয়া যাইতেয়াছি,bɐɾɔhɐl  d̪ɪn d̪ɪn mɐnoʃɪk bʱɐbe ɔʃust̪ʰo ho͡ɪ̯ʲɐ ɟɐ͡ɪ̯t̪eʲɐcʰɪ
কোন কথা খারাপ লাগলে দয়া করে মাফ করবেন,Barishal  কোন কথা খারাপ লাগলে দয়া কইররা মাফ কইরেন,bɐɾɔʃɐl  kon kɔt̪ʰɐ kʰɐɾɐp lɐgle d̪ɔʲɐ ko͡ɪ̯ɾɾɐ mɐpʰ ko͡ɪ̯ɾen
আমি প্রেম করে বিয়ে করেছি,Barishal  মুই প্রেম কইররা বিয়া করছি,bɐɾɔʃɐl  mu͡ɪ̯ pɾem ko͡ɪ̯ɾɾɐ bɪʲɐ koɾcʰɪ
আমি আমার স্বামীকে অনেক ভালোবাসি,Barishal  মুই মোর জামাইরে বেমালা ভালোবাসি,bɐɪʃɐl  mu͡ɪ̯ moɾ ɟɐmɐ͡ɪ̯ɾe bemɐlɐ bʱɐlobɐʃɪ
আমার বয়স উনিশ বছর,Barishal  মোর বয়স উনিশ বছর,bɐɾɔhɐl  moɾ bɔʲoʃ unɪʃ bɔcʰoɾ
একজন মানুষ কি এমনি এমনি খারাপ হয় বলেন,Barishal  এউক্কা মানু কি এমনে এমনে খারাপ হয় কন?,bɐɾɔhɐl  e͡u̯kkɐ mɐnu kɪ ɛmone ɛmone kʰɐɾɐp hɔe̯ kon?
এমন কিছু করবো যাতে তার কাছে আমাকে না যেতে হয়,Barishal  এরহম কিছু করমু যাতে হ্যার ধারে মোরে না যাইতে হয়,bɐɾɔhɐl  eɾohɔm kɪcʰu koɾmu ɟɐt̪e hɛɾ d̪ʱɐɾe moɾe nɐ ɟɐ͡ɪ̯t̪e hɔe̯
আমি কার কাছে চাইবো?,Barishal  মুই ক্যার ধারে চামু?,bɐɾɔhɐl  mu͡ɪ̯ kɛɾ d̪ʱɐɾe cɐmu?
আপনি থানায় গিয়ে একটা মামলা করেন,Barishal  আমনে থানায় যাইয়া এউক্কা মামলা করেন,bɐɾɔhɐl  ɐmone t̪ʰɐnɐe̯ ɟɐ͡ɪ̯ʲɐ e͡u̯kkɐ mɐmlɐ kɔɾen
পুলিশকে সবকিছু প্রথম থেকে শেষ পর্যন্ত খুলে বলেন আপনার সাথে যা যা হয়েছে,Barishal  পুলিশরে হগলকিছু পরথোম গোনে শ্যাষ পর্যন্ত খুইললা কন আমনের লগে যেইয়া যেইয়া হইছে,bɐɾɪʃɔl  pulɪʃɾe hɔgolkɪcʰu pɔɾt̪ʰom gone ʃɛʃ poɾɟont̪o kʰu͡ɪ̯llɐ kon ɐmoneɾ lɔge ɟe͡ɪ̯ʲɐ ɟ
পুলিশকে এটাও বলেন যে আমি যদি আমার সমস্যার কোন সমাধান পাইনি,Barishal  পুলিশরে এইডাও কন যে মুই যদি মোর সমেস্যার কোন সমাধান পাইনাই,bɐɾɪʃɔl  pulɪʃɾe e͡ɪ̯dɐ͡o̯ kon ɟe mu͡ɪ̯ ɟod̪ɪ moɾ ʃɔmeʃʃɐɾ kon ʃɔmɐd̪ʱɐn pɐ͡ɪ̯nɐ͡ɪ̯
আমি কিন্তু আত্মহত্যা করতে বাধ্য হব,Barishal  মুই কোলো আত্মহত্যা করতে বাইধ্য হমু,bɐɾɪʃɐl  mu͡ɪ̯ kolo ɐt̪t̪ohɔt̪t̪ɐ koɾt̪e bɐ͡ɪ̯d̪ʱd̪ʱo homu
এতে পুলিশের উপর চাপ আসবে,Barishal  এইতে পুলিশের উপরে চাপ আইবে,bɐɾɔhɐl  e͡ɪ̯t̪e pulɪʃeɾ upɔɾe cɐp ɐ͡ɪ̯be
আপনার মা এবং স্বামী দুজনেই সতর্ক হবে আপনার প্রতি,Barishal  আমনের মায় আর আমনের জামাই দুইজনি সতর্ক হইবে আমনের জইন্য,bɐɾɔneɾ mɐe̯ ɐɾ ɐmoneɾ ɟɐmɐ͡ɪ̯ d̪u͡ɪ̯ɟonɪ ʃɔt̪ɔɾko ho͡ɪ̯be ɐmoneɾ ɟɪnno
আপনি যদি পুলিশকে সবটা খুলে বলেন তাহলেই দেখবেন সমস্যার সমাধান হয়ে গেছে,Barishal  আমনে যদি পুলিশরে পুরাডা খুইললা কয়ন হেইলেই দ্যাখবেন সমেস্যার সমাধান হইয়া গ্যাছে,bɐɾoʃɐl  ɐmone ɟod̪ɪ pulɪʃɾe puɾɐdɐ kʰu͡ɪ̯llɐ kɔʲon he͡ɪ̯le͡ɪ̯ d̪ɛkʰben ʃɔmesʃɐɾ ʃɔmɐd̪
আপনি একটা সাহায্য পাচ্ছেন পুলিশের কাছ থেকে,Barishal  আমনে এউক্কা সাহাইয্য পাইতেয়াছেন পুলিশের ধারে গোনে,bɐɾɔhɐl  ɐmone ɛ͡u̯kkɐ ʃɐhɐ͡ɪ̯ɟɟo pɐ͡ɪ̯t̪eʲɐcʰen pulɪʃeɾ d̪ʱɐɾe gone
আমি বলব আপনি বিবাহবিচ্ছেদ পথ বেছে নেন,Barishal  মুই কমু আমনে বিয়া ভাঙ্গার রাস্তা বাইচছা লন,bɐɪʃɐl  mu͡ɪ̯ komu ɐmone bɪʲɐ bʱɐŋgɐɾ ɾɐst̪ɐ bɐ͡ɪ̯ccʰɐ lɔn
নিজের মতন করে বাঁচুন,Barishal  নিজের নাহান কইররা বাচেন,bɐɾɔhɐl  nɪɟeɾ nɐhɐn ko͡ɪ̯ɾɾɐ bɐcen
দুই বেলা ডাল ভাত খেয়ে নিজের মত একা থাকা অনেক ভালো,Barishal  দুজ্ঞা ব্যালা ডাইল ভাত খাইয়া নিজের নাহান একলা থাহা ম্যালা ভালো,bɐɽohɐl  d̪uggɐ bɛlɐ dɐ͡ɪ̯l bʱɐt̪ kʰɐ͡ɪ̯ʲɐ nɪɟeɾ nɐhɐn ɛklɐ t̪ʰɐhɐ mɛlɐ bʱɐlo
যাই হোক মায়ের কাছে অনেক কিছু পাওয়ার থাকলেও আপনি তেমন কিছু পান নাই,Barishal  যাই হোক মায়ের ধারে ম্যালা কিছু পাওনের থাকলেও আমনে তেমন কিছু পান নাই,bɐɾɪʃɐl  ɟɐ͡ɪ̯ hok mɐʲeɾ d̪ʱɐɾe mɛlɐ kɪcʰu pɐ͡o̯neɾ t̪ʰɐkle͡o̯ ɐmone t̪ɛmon kɪcʰu pɐn nɐ͡
অন্যদিকে আপনার স্বামীও লোক হিসেবে ভাল না,Barishal  অন্যদিক আমনের জামাইও মানু হিসাবে ভাল না,bɐɾɔhɐl  ɔnnod̪ɪk ɐmoneɾ ɟɐmɐ͡ɪ̯o mɐnu hɪʃɐbe bʱɐlo nɐ
আপনার দুই দিকেই জ্বালা হইছে,Barishal  আমনের দুই দিকই জ্বালা হইছে,bɐɪʃɐl  ɐmoneɾ d̪u͡ɪ̯ d̪ɪkɪ ɟɐlɐ ho͡ɪ̯cʰe
কিছু কিছু বিষয়ের কোন সমাধান থাকে না,Barishal  কিছু কিছু বিষয়ে কোন সমাধান থাহে না,bɐɾɔhɐl  kɪcʰu kɪcʰu bɪʃɔʲe kon ʃɔmɐd̪ʱɐn t̪ʰɐhe nɐ
