bangla_speech,combined,ipa_output
মেয়ে তার পরিবার নিয়ে ঈদের কয়েকদিন আগে দেশে আসার কথা ছিল,Mymensingh মাইয়া হের পরিবার নিয়া ঈদের কয়েকদিন আগে দেশে আসার কথা আসিল,mɔʲenʃɪn mɐ͡ɪ̯ʲɐ heɾ poɾɪbɐɾ nɪʲɐ ɪd̪eɾ kɔʲekd̪ɪn ɐge d̪eʃe ɐʃɐɾ kɔt̪ʰɐ ɐʃɪl
কিন্তু ছেলে বাংলাদেশে আসার পর ওই মেয়েটি সাথে যোগাযোগ বন্ধ করে দেয়,Mymensingh কিন্তু পোলা বাংলাদেশে আওনের পর ওই মাইয়াডার লগে যোগাযোগ বন্ধ কইরা দেয়,mɛnʃɪnho kɪnt̪u polɐ bɐŋlɐd̪eʃe ɐ͡o̯neɾ pɔɾ o͡ɪ̯ mɐ͡ɪ̯ʲɐdɐɾ lɔge ɟogɐɟog bond̪ʱo ko͡ɪ̯ɾɐ
মেয়েটি বিভিন্নভাবে চেষ্টা করে তার সাথে কোন ধরনের যোগাযোগ করতে পারছিল না,Mymensingh মাইয়াডা বিভিন্নভাবে চেষ্টা কইরা তার লগে কোন ধরনের যোগাযোগ করতে পারতাসিল না, menʃɪnh mɐ͡ɪ̯ʲɐdɐ bɪbʱɪnnobʱɐbe ceʃtɐ ko͡ɪ̯ɾɐ t̪ɐɾ lɔge kon d̪ʱɔɾoneɾ ɟogɐɟog koɾt̪e pɐɾt
মেয়েটি সপ্তাহখানেক আগে তার সাথে ঘটে যাওয়া ঘটনা আমাদের সাথে শেয়ার করে,Mymensingh মাইয়াডা সপ্তাহখানেক আগে হের লগে ঘইটটা যাওয়া ঘটনা আমারার লগে শেয়ার করে,mɪnʃɪnh mɐ͡ɪ̯ʲɐdɐ ʃɔpt̪ɐhokʰɐnek ɐge heɾ lɔge gʱɔ͡ɪ̯ttɐ ɟɐ͡o̯ʷɐ gʱɔtonɐ ɐmɐɾɐɾ lɔge ʃe
ওই ছেলেকে খুঁজে বের করার ব্যাপারে আমাদের সাহায্য চায়,Mymensingh ওই ছেড়ারে খুঁইজ্জা বাইর করনের ব্যাপারে আমরার সাহায্য চায়,mɔʲenʃɔn o͡ɪ̯ cʰeɽɐɾe kʰũɪɟɟɐ bɐ͡ɪ̯ɾ kɔɾoneɾ bɛpɐɾe ɐmɾɐɾ ʃɐhɐɟɟo cɐe̯
মেয়েটির ঘটনার শুনে আমরা উনাকে দেশে আসতে বলি,Mymensingh মাইয়াডার  ঘটনা হুইন্না আমরা হেরে দেশে আইতে কই, mɪnʃɪnh mɐ͡ɪ̯ʲɐdɐɾ  gʱɔtonɐ hu͡ɪ̯nnɐ ɐmɾɐ heɾe d̪eʃe ɐ͡ɪ̯t̪e ko͡ɪ̯
সে তার পরিবার ছাড়া ঈদের আগের দিন বাংলাদেশে আসে,Mymensingh হেয় হের পরিবার ছাড়া ঈদের আগের দিন বাংলাদেশে আইসে,mɪmɪng hee̯ heɾ poɾɪbɐɾ cʰɐɽɐ ɪd̪eɾ ɐgeɾ d̪ɪn bɐŋlɐd̪eʃe ɐ͡ɪ̯ʃe
ছেলেকে খুঁজে পাওয়ার মতো শুধু উনার কাছে ছেলের পাসপোর্ট কপি ছিল একটা,Mymensingh পোলারে খুঁইজ্জা পাওনের মতো খালি হের কাসে পোলার পাসপোর্ট কপি ছিল একটা, mɛnʃɪn polɐɾe kʰũɪɟɟɐ pɐ͡o̯neɾ mɔt̪o kʰɐlɪ heɾ kɐʃe polɐɾ pɐʃpoɾt kopɪ cʰɪlo ɛktɐ
আমরা মেয়েটিকে নিয়ে ছেলের বাসায় যাই ,Mymensingh আমরা মাইয়াডারে  নিয়া পোলার বাসায় যাই ,mɪmɪnʃ ɐmɾɐ mɐ͡ɪ̯ʲɐdɐɾe  nɪʲɐ polɐɾ bɐʃɐe̯ ɟɐ͡ɪ̯ 
বাসায় ছেলে ছিল এবং তার পরিবারের সমস্ত সদস্যরা ছিল,Mymensingh বাসায় পোলা আসিল আর হের পরিবারের সমস্ত সদস্যরা আসিল,mɛnʃɪnh bɐʃɐe̯ polɐ ɐʃɪl ɐɾ heɾ poɾɪbɐɾeɾ ʃɔmost̪o ʃɔd̪oʃʃɔɾɐ ɐʃɪl
মেয়েটিকে দেখে ছেলে ভয় পেয়ে যায়,Mymensingh মাইয়াডারে  দেইক্ষা পোলাডা ভয় পায়া যায়,mʲenʃɪnh mɐ͡ɪ̯ʲɐdɐɾe  d̪e͡ɪ̯kkʰɐ polɐdɐ bʱɔe̯ pɐʲɐ ɟɐe̯
ছেলে বাংলাদেশে এসে বিয়ে ঠিক করেছে,Mymensingh পোলা বাংলাদেশে আয়া বিয়া ঠিক করসে,menʃɪnho polɐ bɐŋlɐd̪eʃe ɐʲɐ bɪʲɐ tʰɪk koɾʃe
এই শুক্রবারে তার বিয়ে তার পরিবারের পছন্দ করে রেখেছে মেয়ে,Mymensingh এই শুক্রবারে হের বিয়া হের পরিবারের পসন্দ কইরা রাখসে মাইয়া, mɔʃɪng e͡ɪ̯ ʃukɾobɐɾe heɾ bɪʲɐ heɾ poɾɪbɐɾeɾ pɔʃond̪o ko͡ɪ̯ɾɐ ɾɐkʰoʃe mɐ͡ɪ̯ʲɐ
মেয়েটি তার সাথে ঘটে যাওয়া ঘটনা সম্পূর্ণ ছেলেটির পরিবারকে জানায়,Mymensingh মাইয়াডা হের লগে ঘইটটা যাওয়া ঘটনা সম্পূর্ণ পোলাডার পরিবাররে জানায়,mɪnʃɪnh mɐ͡ɪ̯ʲɐdɐ heɾ lɔge gʱɔ͡ɪ̯ttɐ ɟɐ͡o̯ʷɐ gʱɔtonɐ ʃɔmpuɾno polɐdɐɾ poɾɪbɐɾɾe ɟɐnɐe
ছেলের পরিবার থেকে মেয়ের পরিবার অনেক ভালো,Mymensingh পোলার পরিবার থাইক্কা মাইয়ার পরিবার মেলা ভালা,mɛnʃɪn polɐɾ poɾɪbɐɾ t̪ʰɐ͡ɪ̯kkɐ mɐ͡ɪ̯ʲɐɾ poɾɪbɐɾ mɛlɐ bʱɐlɐ
মেয়েটি দেখতে যথেষ্ট সুন্দরী,Mymensingh মাইয়াডা দেখতে যথেষ্ট সুন্দরী,menʃɪn mɐ͡ɪ̯ʲɐdɐ d̪ekʰt̪e ɟɔt̪ʰeʃto ʃund̪oɾɪ
ছেলের মা বাবা বিয়েতে রাজি হয়,Mymensingh পোলার মা বাপ বিয়াতে রাজি হয়,menʃɪn polɐɾ mɐ bɐp bɪʲɐt̪e ɾɐɟɪ hɔe̯
মেয়ের পরিবারের সাথে ফোনে কথা বলে ,Mymensingh মাইয়ার পরিবারের লগে ফোনে কথা কয় ,mɪnʃɪn mɐ͡ɪ̯ʲɐɾ poɾɪbɐɾeɾ lɔge pʰone kɔt̪ʰɐ kɔe̯ 
তারা দুজনে আবার নিউজিল্যান্ড ফিরে যাবে,Mymensingh হেরা দুইজনে আবার নিউজিল্যান্ড ফিরা যাইব,menʃɪn heɾɐ d̪u͡ɪ̯ɟɔne ɐbɐɾ nɪ͡u̯ɟɪlɛnd pʰɪɾɐ ɟɐ͡ɪ̯bo
আমি বিবাহিত,Mymensingh আমি বিবাহিত,menʃɪn ɐmɪ bɪbɐhɪt̪o
দুই বছর আগে নিজের পছন্দেই বিয়ে করেছিলাম,Mymensingh দুই বছর আগে নিজের পসন্দেই বিয়া করসিলাম,mɔʃensho d̪u͡ɪ̯ bɔcʰoɾ ɐge nɪɟeɾ pɔʃond̪e͡ɪ̯ bɪʲɐ koɾsɪlɐm
আমার স্ত্রী আমার থেকে বয়সে ৮ বছরের ছোট,Mymensingh আমার বউ আমার থাইক্কা বয়সে ৮ বছরের ছোট,mɪmɪngho ɐmɐɾ bɔ͡u̯ ɐmɐɾ t̪ʰɐ͡ɪ̯kkɐ bɔʲoʃe m bɔcʰoɾeɾ cʰoto
আমার স্ত্রী দেখতেও সুন্দরী,Mymensingh আমার বউ দেখতেও সুন্দরী,menʃɪn ɐmɐɾ bɔ͡u̯ d̪ekʰt̪e͡o̯ ʃund̪oɾɪ
আমি বেকার,Mymensingh আমি বেকার,mɔnoʃɪn ɐmɪ bɛkɐɾ
টুকটাক টিউশনি করে যেটুকু আয় হয় তা দিয়ে নিজের হাতখরচই ঠিকমতো চলে না,Mymensingh টুকটাক টিউশনি কইরা যটটুকু আয় হয় তা দিয়া নিজের হাতখরচই ঠিকমতো চলে না,mɔʲenʃɔn tuktɐk tɪ͡u̯ʃonɪ ko͡ɪ̯ɾɐ ɟɔttuku ɐe̯ hɔe̯ t̪ɐ d̪ɪʲɐ nɪɟeɾ hɐt̪kʰɔɾocɪ tʰɪkmɔt̪
তার যাবতীয় খরচ তার বাবা-মা ই বহন করেন,Mymensingh হের যাবতীয় খরচ হের বাপ-মা ই বহন করেন,mɪmɪnʃɔn heɾ ɟɐbot̪ɪʲo kʰɔɾoc heɾ bɐp-mɐ ɪ bɔhon kɔɾen
সে কখনো আমার কাছে আমার সামর্থ্যের বাইরে কিছুই চায় নাই,Mymensingh হেয় কহনো আমার কাসে আমার সামর্থ্যের বাইরে কিসুই চায় নাই,mɪmɪns hee̯ kɔhono ɐmɐɾ kɐʃe ɐmɐɾ ʃɐmoɾt̪ʰeɾ bɐ͡ɪ̯ɾe kɪʃu͡ɪ̯ cɐe̯ nɐ͡ɪ̯
আমাদের মধ্যে ভালোবাসার কোনো কমতি নেই,Mymensingh আমরার মধ্যে ভালোবাসার কোন কমতি নাই,menoʃɔg ɐmɾɐɾ mod̪d̪ʱe bʱɐlobɐʃɐɾ kon kɔmot̪ɪ nɐ͡ɪ̯
আমাকে সবসময় এগিয়ে চলার অনুপ্রেরণা যোগায়,Mymensingh আমারে বেগসময় আগায়া চলার অনুপ্রেরণা যোগায়,menʃɪnho ɐmɐɾe begʃɔmɔe̯ ɐgɐʲɐ cɔlɐɾ onupɾeɾonɐ ɟogɐe̯
ভালোবাসা থাকলে সবকিছুই সুন্দর,Mymensingh ভালোবাসা থাকলে বেগকিসুই সুন্দর,menoʃɔn bʱɐlobɐʃɐ t̪ʰɐkle begokɪʃu͡ɪ̯ ʃund̪ɔɾ
যেকোনো পরিস্থিতি মোকাবেলা করা সম্ভব,Mymensingh যেকোনো পরিস্থিতি মোকাবেলা করন সম্ভব,menʃɪn ɟekono poɾɪst̪ʰɪt̪ɪ mokɐbelɐ kɔɾon ʃɔmbʱɔb
আপনারাও আপনাদের জীবনসঙ্গীকে ভালোবাসুন,Mymensingh আফনেরাও আফনেরার জীবনসঙ্গীরে ভালবাসেন,mɪmɪng ɐpʰoneɾɐ͡o̯ ɐpʰoneɾɐɾ ɟɪbɔnʃɔŋgɪɾe bʱɐlbɐʃen
তাদের চাওয়া -না চাওয়ার গুরুত্ব দিন,Mymensingh হেরার চাওয়া -না চাওয়ার গুরুত্ব দেন,mɪmɪnʃ heɾɐɾ cɐ͡o̯ʷɐ -nɐ cɐ͡o̯ʷɐɾ guɾut̪t̪o d̪ɛn
একে অপরকে পাশে থেকে সাহস যোগান,Mymensingh একজন আরেকজনের পাশে থাইক্কা সাহস যোগান,mɔʲensɪn ɛkɟon ɐɾekɟɔneɾ pɐʃe t̪ʰɐ͡ɪ̯kkɐ ʃɐhoʃ ɟogɐn
আমি ২০১৬ থেকে তাহুরা কে ভালবাসি,Mymensingh আমি ২০১৬ থেকে তাহুরা রে ভালবাসি,mɔʲenos ɐmɪ nod̪od̪ʱob t̪ʰeke t̪ɐhuɾɐ ɾe bʱɐlbɐʃɪ
আজ আমাকে বলে আমি নাকি তার যোগ্য না,Mymensingh আইজ আমারে কয় আমি নাকি তার যোগ্য না,mɔʲenʃɔn ɐ͡ɪ̯ɟ ɐmɐɾe kɔe̯ ɐmɪ nɐkɪ t̪ɐɾ ɟoggo nɐ
আমি নাকি বেইমান ,Mymensingh আমি নাকিতা বেইমান ,mɔʲensɪn ɐmɪ nɐkɪt̪ɐ be͡ɪ̯mɐn 
আমি নাকি মারা গেলে তার একটি আফসোস থাকবে শুধু আমি নাকি তাকে বুঝিনি কখনো,Mymensingh আমি নাকি মইরা গেলে হের একটা আফসোস থাকব শুধু আমি নাকি তারে বুঝিনাই কহনো, mɔʲenos ɐmɪ nɐkɪ mo͡ɪ̯ɾɐ gele heɾ ɛktɐ ɐpʰsos t̪ʰɐkbo ʃud̪ʱu ɐmɪ nɐkɪ t̪ɐɾe buɟʱɪnɐ͡ɪ̯ kɔ
আমি বললাম চলো কাজী অফিসে গিয়ে বিয়ে করি ,Mymensingh আমি কইলাম লও কাজী অফিসে যায়া বিয়া করি ,menʃɪnho ɐmɪ ko͡ɪ̯lɐm lɔ͡o̯ kɐɟɪ ɔpʰɪse ɟɐʲɐ bɪʲɐ koɾɪ 
আমাকে আল্লাহর কসম দিয়ে বলে দিলো এসব সে পারবে না,Mymensingh আমারে আল্লাহর কসম দিয়া কয়া দিল এসব হেয় পারব না,mɔʃensɐ ɐmɐɾe ɐllɐhoɾ kɔʃɔm d̪ɪʲɐ kɔʲɐ d̪ɪl eʃɔb hee̯ pɐɾbo nɐ
আমার ফোন নম্বর ব্লক করে দেয় ,Mymensingh আমার ফোন নম্বর ব্লক কইরা দেয় ,menʃɪn ɐmɐɾ pʰon nɔmbɔɾ blok ko͡ɪ̯ɾɐ d̪ee̯ 
আমার পরিবারের অর্থনৈতিক অবস্থা বর্তমানে খুব খারাপ,Mymensingh আমার পরিবারের অর্থনৈতিক অবস্থা বর্তমানে মেলা খারাপ,mɔʲenʃɔn ɐmɐɾ poɾɪbɐɾeɾ ɔɾt̪ʰono͡ɪ̯t̪ɪk ɔbost̪ʰɐ bɔɾt̪omɐne mɛlɐ kʰɐɾɐp
আমি টুকটাক অনলাইনে কাজ করি ,Mymensingh আমি টুকটাক অনলাইনে কাম করি ,menosho ɐmɪ tuktɐk ɔnɔlɐ͡ɪ̯ne kɐm koɾɪ 
আমি অনেক বার তাঁর কাছে ক্ষমা চেয়েছি,Mymensingh আমি অনেক বার হের কাসে ক্ষমা চাইসি, mɔʲenʃɔn ɐmɪ ɔnek bɐɾ heɾ kɐʃe kʰɔmɐ cɐ͡ɪ̯sɪ
অনেক বলেছি যে এরকম আর ভুলেও হবেনা কখনো,Mymensingh অনেক কইসি যে এরকম আর ভুলেও হইবনা কহনো,mɔʃensɪ ɔnek ko͡ɪ̯ʃɪ ɟe eɾokom ɐɾ bʱule͡o̯ ho͡ɪ̯bonɐ kɔhono
সে রাগ করে আমার সাথে কথা বলে না,Mymensingh হেয় রাগ কইরা আমার লগে কথা কয় না,mɔʃensɪ hee̯ ɾɐg ko͡ɪ̯ɾɐ ɐmɐɾ lɔge kɔt̪ʰɐ kɔe̯ nɐ
কিন্তু সে তার মন মতোই,Mymensingh কিন্তু হে হের মন মতোই,mɔnoʃɪn kɪnt̪u he heɾ mon mot̪o͡ɪ̯
আমি অসুস্থ আমাকে একবারও জিগ্গেস করেনা আমি কেমন আছি,Mymensingh আমি অসুস্থ আমারে একবারও জিগ্গেস করেনা আমি কেমন আসি,menʃɪng ɐmɪ ɔʃust̪ʰo ɐmɐɾe ɛkbɐɾo ɟɪgges kɔɾenɐ ɐmɪ kɛmon ɐʃɪ
গতকাল রাতে আমাকে বলে দিলো আমি নাকি বেইমান,Mymensingh গতকাল রাতে আমারে কয়া দিলো আমি নাকি বেইমান,mɔʲenʃɔn gɔt̪okɐl ɾɐt̪e ɐmɐɾe kɔʲɐ d̪ɪlo ɐmɪ nɐkɪ be͡ɪ̯mɐn
তার জন্য পরিবার মানলে বিয়ে হবে না হলে সে পারবে না,Mymensingh হের লাইজ্ঞা পরিবার মানলে বিয়া হইব না হইলে হেয় পারব না,mɔʃensho heɾ lɐ͡ɪ̯ggɐ poɾɪbɐɾ mɐnle bɪʲɐ ho͡ɪ̯bo nɐ ho͡ɪ̯le hee̯ pɐɾbo nɐ
আমার ৭ বছরের সব কিছু শেষ,Mymensingh আমার ৭ বছরের বেগ কিসু শেষ,mɔʲenoʃ ɐmɐɾ bʱo bɔcʰoɾeɾ beg kɪʃu ʃeʃ
আমাদের তিন বছরের সংসার বাচ্চা হয়নি,Mymensingh আমাদের তিন বছরের সংসার বাচ্চা হয়নাই,mɪnʃɪn ɐmɐd̪eɾ t̪ɪn bɔcʰoɾeɾ ʃɔŋʃɐɾ bɐccɐ hɔʲnɐ͡ɪ̯
আমি একটা সরকারি চাকরি করি কিন্তু সে কিছু করে না,Mymensingh আমি একটা সরকারি চাকরি করি কিন্তু হেয় কিসু করে না,menʃɪnho ɐmɪ ɛktɐ ʃɔɾkɐɾɪ cɐkɾɪ koɾɪ kɪnt̪u hee̯ kɪʃu koɾe nɐ
"বাবার টাকার উপরে বসে খায়, নেশা করে প্রতিদিন ঝগড়া তার নিয়মিত কাজ","Mymensingh বাপের টেহার উপরে বয়া খায়, নেশা করে প্রতিদিন ঝগড়া হের নিয়মিত কাজ","mɪmɪn, bɐpeɾ tehɐɾ upɔɾe bɔʲɐ kʰɐe̯, neʃɐ koɾe pɾot̪ɪd̪ɪn ɟʱɔgɽɐ heɾ nɪʲomɪt̪o kɐɟ"
আজকে রাতে গায়ে হাত তুলেছে,Mymensingh আজকে রাতে গায়ে হাত তুলসে,menʃɪg ɐɟke ɾɐt̪e gɐʲe hɐt̪ t̪ulʃe
আমার বড় বোনের বিয়ে হয়েছে ১৩ বছর,Mymensingh আমার বড় বইনের বিয়া হইসে ১৩ বছর,mɔʲenʃɔn ɐmɐɾ bɔɽo bo͡ɪ̯neɾ bɪʲɐ ho͡ɪ̯ʃe d̪ʱɔe̯ bɔcʰoɾ
বিয়ের ১ বছরের পরপরই ওদের মেয়ে হয়,Mymensingh বিয়ার ১ বছরের পরপরই ওরার মাইয়া হয়,mɔʲenʃɪn bɪʲɐɾ d̪ʱo bɔcʰoɾeɾ pɔɾpɔɾɪ oɾɐɾ mɐ͡ɪ̯ʲɐ hɔe̯
